,Name,Brand,Price,Old Price,Discount,Stock,Rating,Reviews,First Comment,Second Comment,Price_Diff,Seller_Evaluation,Seller_Abonne_Number,Shipping_Speed,Quality_Score,Consumer_Review,Cluster
219,Lenovo 15.6 Laptop Casual Toploader T210 - Cartable Lenovo 15.6, Lenovo ,185.0,499.0,63,No Info,4.7 ,6,0.3666666666666667,0.0,314.0,74,186,MoyenScore ,Excellent,Moyen,1
220,"Adaptateur USB Type-C 8 in 1 HDMI 4K, USB 3.0 USB 2.0, LAN Rj45 Type-C,SD TF",Autre,250.0,300.0,17,Low Stock,3.5 ,2,0.0,0.0,50.0,74,50,ExcellentScore ,Moyen,Moyen,1
221,Hp PC PORTABLE Slim  CORE i5 6eme RAM 8Go DDR4 - HDD 500Go -Remis a Neuf, Hp ,2290.0,5400.0,58,High Stock,3.4 ,14,0.0,0.0,3110.0,74,161,ExcellentScore ,Mauvais,Bon,2
222,"Boutique OfficielleDELL LATITUDE E5540 CORE I3-4030U (1,90Ghz)- RAM 4Go - HDD 500Go ( Remis à Neuf )", DELL ,1399.0,1799.0,22,Low Stock,4 ,43,0.0,0.0,400.0,74,788,ExcellentScore ,Mauvais,Bon,1
223,Mini Microphone Wired Mic For Phone - Pc Computer,Autre,99.0,119.0,17,Low Stock,0 ,0,0.0,0.0,20.0,46,23,BonScore ,Très Mauvais,Moyen,1
224,UCOM Packs 2 Manette De Jeu Filaire USB pour PC - Original  (NOIR), UCOM ,119.0,300.0,60,Low Stock,4 ,1,0.0,0.0,181.0,86,10,MoyenScore ,Excellent,Excellent,1
225,"Boutique OfficielleLenovo M82 SFF Intel Celeron G1610 (2,6GHz) - RAM 4Go , HDD 500Go (Remis à Neuf)", Lenovo ,550.0,1250.0,56,Low Stock,4.4 ,5,0.0,0.0,700.0,74,788,ExcellentScore ,Mauvais,Bon,1
226,"Hub Répartiteur USB 3.0 Hub à 4 Ports haute vitesse pour MacBook Pro, adaptateur HUB USB 3.0", Hub ,49.0,150.0,67,No Info,4.5 ,2,0.0,0.0,101.0,86,541,ExcellentScore ,Bon,Bon,1
227,Canon Cartouche  445 noir, Canon ,225.0,300.0,25,Low Stock,0 ,0,0.0,0.0,75.0,60,143,BonScore ,Très Mauvais,Bon,1
228,Boutique OfficielleSmartedge Adventures Sac à dos 'SEA' Noir, Smartedge Adventures ,149.0,220.0,32,High Stock,3 ,1,0.0,0.0,71.0,94,67,ExcellentScore ,Bon,Excellent,1
229,"Adaptateur USB Type-C 7-in-1, avec 5 USB Ports, 2 Type-C, USB 3.0 USB 2.0",Autre,200.0,250.0,20,Low Stock,0 ,0,0.0,0.0,50.0,74,50,ExcellentScore ,Moyen,Moyen,1
230,Adapter Convertisseur USB 3.0 type C vers HDMI,Autre,89.0,120.0,26,No Info,5 ,1,0.0,0.0,31.0,74,177,ExcellentScore ,Moyen,Moyen,1
231,"DELL OPTIPLEX 7010 SFF CORE I5-3470 8Go / 500Go + PHILIPS 22"" 220B2 (REMIS À NEUF)", DELL ,1550.0,1860.0,17,Low Stock,4 ,1,0.0,0.0,310.0,74,788,ExcellentScore ,Mauvais,Bon,1
232,"All in One HDD Docking Station - Boitier de Disque dur 2.5"" 3.5"" HDD SSD SATA IDE Carte SD/MS ...",Autre,249.0,255.0,2,No Info,4.4 ,5,0.25,0.0,6.0,86,541,ExcellentScore ,Bon,Bon,1
233,2 Toner Laser Compatible  17A / CF217A,Autre,260.0,260.0,0,High Stock,3 ,3,0.0,0.0,0.0,100,58,ExcellentScore ,Excellent,Excellent,1
234,Boutique OfficielleCable d'alimentation secteur 220V pour PC imprimante longeur  1.5 M,Autre,41.0,59.0,31,High Stock,4.7 ,3,0.0,0.0,18.0,86,77,BonScore ,Excellent,Bon,1
235,"Adaptateur USB vers RJ45 , Adapter USB to RJ45", Adaptateur ,54.0,74.0,27,Low Stock,3.6 ,12,0.0,0.0,20.0,86,160,ExcellentScore ,Bon,Bon,1
236,DELL Pc i7 4éme 16 Go RAM- 256Go SSD - OPTIPLEX 9020sff -remis à neuf, DELL ,1790.0,3990.0,55,Low Stock,5 ,1,0.0,0.0,2200.0,60,122,ExcellentScore ,Très Mauvais,Bon,2
237,"XIAOMI Mi Desktop Monitor 27 pouces, 100Hz, FHD 1080P, IPS, angle de vision de 178", XIAOMI ,1999.0,2999.0,33,No Info,4 ,2,0.0,0.0,1000.0,66,1579,ExcellentScore ,Mauvais,Moyen,2
238,Toner Compatible HP W1106A 106A Pour HP Laser MFP 135a/135w/w135r/137fnw et HP Laser 107a/107w/107r,Autre,149.0,450.0,67,No Info,4.1 ,7,0.0,0.0,301.0,60,143,BonScore ,Très Mauvais,Bon,1
239,"Boutique OfficielleHp PC Portable Probook 640 Core intel i3-1000Go-RAM 16GB 14""- remis a neuf", Hp ,2999.0,3799.0,21,High Stock,1 ,1,0.0,0.0,800.0,46,249,BonScore ,Très Mauvais,Moyen,2
240,Boutique OfficielleJedel Pack Combo Gaming Clavier + Souris USB Filaire RGB Backlighting effect, Jedel ,129.0,288.0,55,High Stock,3.9 ,71,0.0,0.0,159.0,74,2161,ExcellentScore ,Moyen,Moyen,0
241,"DELL LATITUDE E5530 - CORE I5-3210M (2.5GHz) 15.6"" HD - 8Go , 256Go SSD Go ( Remis à Neuf ) - AZERTY", DELL ,1799.0,3999.0,55,Low Stock,4 ,4,0.0,0.0,2200.0,74,788,ExcellentScore ,Mauvais,Bon,2
242,Lecteur et Graveur DVD - CD externe Dvd CD Usb 3.0 Ultra Slim Portable *8 -Noir,Autre,249.0,299.0,17,No Info,4.8 ,22,0.0,0.0,50.0,86,160,ExcellentScore ,Bon,Bon,1
243,Hp Imprimante Multifonction Jet d'encre Deskjet 2710 (5AR83B), Hp ,550.0,650.0,15,Low Stock,0 ,0,0.0,0.0,100.0,94,13,BonScore ,Excellent,Excellent,1
244,Boutique OfficielleSH Souris de jeu gamer PRO RGB Capteur Optique 1200 à 3200 DPI LED 6 boutons, SH ,68.0,150.0,55,High Stock,4.8 ,4,0.0,0.0,82.0,74,2161,ExcellentScore ,Moyen,Moyen,0
245,Hp Elitedesk 800 G3 Mini WiFi Core i5-6500T - 8Go DDR4 - 500Go HDD - Win 10 Pro (Remis à Neuf), Hp ,1599.0,3799.0,58,Low Stock,5 ,2,0.0,0.0,2200.0,74,788,ExcellentScore ,Mauvais,Bon,2
246,KIOXIA Clé 32 Go USB 2.0 : Stockez vos données en toute simplicité, KIOXIA ,59.0,59.0,0,Low Stock,4.6 ,5,0.8,0.0,0.0,74,24,ExcellentScore ,Mauvais,Bon,1
247,Plantronics Blackwire C720 Casque 2 écouteurs pour PC et GSM (connexion USB et Bluetooth), Plantronics ,449.0,1299.0,65,No Info,5 ,1,0.0,0.0,850.0,74,788,ExcellentScore ,Mauvais,Bon,1
248,adaptateur hdmi vga,Autre,39.0,70.0,44,No Info,5 ,1,0.0,0.0,31.0,86,541,ExcellentScore ,Bon,Bon,1
249,Adaptateur USB 2.0/3.0 vers 2.5 Sata-III Disque Dur-SSD- + Type-C,Autre,69.0,90.0,23,No Info,0 ,0,0.0,0.0,21.0,74,177,ExcellentScore ,Moyen,Moyen,1
250,"Adaptateur Support pour 2ème disque dur 2,5 ""SSD Caddy Disque Baie Lecteur Optique Dur 9,0 mm SATA vers SATA,PC Portables", Adaptateur ,75.0,250.0,70,Low Stock,4.3 ,26,0.0,0.0,175.0,86,541,ExcellentScore ,Bon,Bon,1
251,Mini Adaptateur USB Bluetooth 5.0,Autre,29.0,90.0,68,No Info,3.3 ,3,0.0,0.0,61.0,74,177,ExcellentScore ,Moyen,Moyen,1
252,Bamboo Table pc BOIS pour Ordinateur Portable Pliable et Réglable, Bamboo ,299.0,350.0,15,Low Stock,5 ,5,0.0,0.0,51.0,86,541,ExcellentScore ,Bon,Bon,1
253,"Molink Casque Bluetooth V.5 , batterie 6 heures Sport d'Appels et de Musique", Molink ,179.0,399.0,55,Low Stock,4.6 ,7,0.0,0.0,220.0,66,122,BonScore ,Mauvais,Bon,1
254,Boutique OfficielleHp PC BUREAU ProDesk 400-i5-RAM 16Go 256Go SSD-souris+clavier GRATUIT-REMIS A NEUF/, Hp ,1479.0,1988.0,26,High Stock,4 ,3,0.0,0.0,509.0,46,249,BonScore ,Très Mauvais,Moyen,1
255,"Sandisk Clé USB 16GB V3.0 Flash Drive, Cruzer Blade DataTraveler", Sandisk ,54.0,69.0,22,High Stock,5 ,1,0.0,0.0,15.0,86,3586,ExcellentScore ,Bon,Bon,0
256,"Toshiba Disque Dur externe 1 TB USB 2.5"" Fast Speed pour Pc", Toshiba ,380.0,650.0,42,No Info,4.3 ,4,0.0,0.0,270.0,66,830,ExcellentScore ,Mauvais,Moyen,1
257,DELL Sac D'ordinateur Portable Multipoches 15 pouces pour Hommes et Femmes Sac à Main d'affaires - Noir, DELL ,165.0,487.0,66,High Stock,4 ,14,0.0,0.0,322.0,74,2161,ExcellentScore ,Moyen,Moyen,0
258,Port USB 2.0/3.0 vers RJ45 Ethernet Lan avec 3 ports USB Hub Pour Macbook et PC, Port ,89.0,200.0,56,Low Stock,3.8 ,4,0.0,0.0,111.0,86,541,ExcellentScore ,Bon,Bon,1
259,Boutique OfficielleJedel gaming keyboard k-590clavier blaklighit Clavier USB Gaming LED, Jedel ,94.0,220.0,57,High Stock,4.2 ,22,-0.07142857142857142,0.0,126.0,74,2161,ExcellentScore ,Moyen,Moyen,0
260,Orico HUB USB 4CH FL01 - 4 Ports USB 2.0 Haute Vitesse Up to 480Mbps support OTG, Orico ,54.0,69.0,22,High Stock,3.9 ,68,0.0,0.0,15.0,86,541,ExcellentScore ,Bon,Bon,1
261,"Lecteur externe USB 3.0 CD/DVD, transfert de données à grande vitesse",Autre,230.0,290.0,21,Low Stock,3 ,2,0.0,0.0,60.0,74,177,ExcellentScore ,Moyen,Moyen,1
262,Sacoche ordinateur Case Cover sac Pour PC portable 13 pouces pochet,Autre,85.0,119.0,29,No Info,4.5 ,4,0.0,0.0,34.0,86,61,ExcellentScore ,Excellent,Moyen,1
263,"Adaptateur DVI HDMI, Connecteur DVI D 24+1 Mâle vers HDMI Femelle Support 1080P",Autre,29.0,49.0,41,No Info,4.4 ,8,0.0,0.6,20.0,74,177,ExcellentScore ,Moyen,Moyen,1
264,housse pour ordinateur portable sacoche léger et portable pour pc 13 pouces,Autre,117.0,169.0,31,No Info,3 ,1,0.0,0.0,52.0,86,61,ExcellentScore ,Excellent,Moyen,1
265,Boutique OfficielleUgreen Adaptateur USB type C Vert RJ45 ETHERNET 1000Mbps (50737), Ugreen ,246.0,290.0,15,Low Stock,0 ,0,0.0,0.0,44.0,94,67,ExcellentScore ,Bon,Excellent,1
266,"Sac à dos pour pc, voyage, affaires, 3pcs cartable + sac à bandoulière + trousse",Autre,157.0,199.0,21,No Info,3 ,2,0.0,0.0,42.0,80,52,ExcellentScore ,Moyen,Bon,1
267,Hp Imprimante Wi-Fi tout-en-un  - DeskJet 2710 + Cable USB 2.0, Hp ,569.0,689.0,17,Low Stock,3 ,2,0.0,0.0,120.0,100,7,ExcellentScore ,Excellent,Excellent,1
268,"Canon cartouche de maintenance MC-G02 - Original pour G3420, G2420", Canon ,235.0,235.0,0,Low Stock,3.3 ,3,0.0,0.0,0.0,80,68,BonScore ,Bon,Bon,1
269,Boutique OfficielleSony Casque ZX110 Avec Fil Blanc (MDRZX110APWC1E), Sony ,169.0,200.0,16,High Stock,5 ,3,0.0,0.0,31.0,94,67,ExcellentScore ,Bon,Excellent,1
270,Boutique OfficielleLenovo ThinkVision T24i -10 -Moniteur FHD 24 pouces -frameless -Remis a neuf, Lenovo ,1249.0,2000.0,38,No Info,5 ,1,0.0,0.0,751.0,66,830,ExcellentScore ,Mauvais,Moyen,1
271,Boutique OfficielleHp MINI PC BUREAU Esprimo Q920 Micro Tiny -Core I5-RAM 8GO-HDD 500GO-Remis à Neuf, Hp ,899.0,1999.0,55,High Stock,3 ,4,0.0,0.0,1100.0,66,388,BonScore ,Moyen,Moyen,1
272,"Câble d'alimentation // Compatible avec radio, broches pour imprimante",Autre,19.0,50.0,62,Low Stock,5 ,3,0.0,0.0,31.0,74,177,ExcellentScore ,Moyen,Moyen,1
273,sacoche Housse pour pc portable protection portable 2 fermetures à glissière 15p,Autre,117.0,159.0,26,No Info,0 ,0,0.0,0.0,42.0,86,61,ExcellentScore ,Excellent,Moyen,1
274,Hp Imprimante Multifonction jet d'encre couleur DeskJet 2720, Hp ,649.0,789.0,18,Low Stock,4.9 ,8,0.0,0.0,140.0,86,261,BonScore ,Excellent,Bon,1
275,"Sandisk Clé USB 32GB V3.0 Flash Drive, Cruzer Blade DataTraveler", Sandisk ,70.0,79.0,11,High Stock,5 ,1,0.0,0.0,9.0,86,3586,ExcellentScore ,Bon,Bon,0
276,Sac pc portable mallette portable cartable sacoche 14 POUCES,Autre,97.0,199.0,51,No Info,3.3 ,3,0.0,0.0,102.0,86,61,ExcellentScore ,Excellent,Moyen,1
277,Boutique OfficielleJedel Clavier Gamer mécanique PRO Mode RGB - Bleu Switch - Repose Poignet, Jedel ,319.0,451.0,29,Low Stock,4.7 ,6,0.0,0.0,132.0,74,2161,ExcellentScore ,Moyen,Moyen,0
278,Onikuma CW903 Souris de jeu a fil gaming Pro RGB LED 6400 Dpi Shifting 7 boutons, Onikuma ,125.0,250.0,50,High Stock,4.7 ,3,0.0,0.0,125.0,74,2161,ExcellentScore ,Moyen,Moyen,0
279,"Hp Housse de protection en néoprène HP 35,56 cm (14 po.) noire/bleue", Hp ,86.0,155.0,45,Low Stock,4.8 ,9,0.0,0.0,69.0,74,2161,ExcellentScore ,Moyen,Moyen,0
280,XIAOMI Souris sans fil 1000 DPI 2.4GHz Wireless Mouse Lite, XIAOMI ,133.0,299.0,56,High Stock,4.3 ,4,0.0,0.0,166.0,86,3586,ExcellentScore ,Bon,Bon,0
281,"Mini Imprimante Bluetooth + 5 Rouleaux d'Impression sans Encre pour Étiquettes, Photos, Notes ...",Autre,299.0,600.0,50,Low Stock,0 ,0,0.0,0.0,301.0,74,2161,ExcellentScore ,Moyen,Moyen,0
282,Razer Goliathus Grand Tapis De Souris Gaming pour ordinateur de bureau taille XXL, Razer ,99.0,129.0,23,No Info,3.5 ,2,0.0,0.0,30.0,54,3094,ExcellentScore ,Très Mauvais,Moyen,0
283,General CLAVIER MINI autocollant clavier arabe français, General ,17.0,17.0,0,Low Stock,4.1 ,38,0.0,0.0,0.0,86,160,ExcellentScore ,Bon,Bon,1
284,Phomemo Imprimante Etiquette Bluetooth Code Barres Imprimante Thermique Autocollant M110, Phomemo ,635.0,800.0,21,Low Stock,3 ,1,0.0,0.0,165.0,74,1971,ExcellentScore ,Moyen,Moyen,0
285,Sacoche cartable bag  pc mallette portable pour Ordinateur Portable 15.6,Autre,129.0,199.0,35,No Info,3.6 ,8,0.0,0.0,70.0,66,33,BonScore ,Moyen,Moyen,1
286,Xtrike Haut-parleurs Stereo Gamer  SK-501 aviec LED RGB, Xtrike ,179.0,250.0,28,Low Stock,5 ,3,0.0,0.0,71.0,100,55,ExcellentScore ,Excellent,Excellent,1
287,Câble adaptateur HDMI vers DVI 24 + 1 broche (1.5 metre),Autre,63.0,65.0,3,Low Stock,4.8 ,44,0.0,0.0,2.0,86,541,ExcellentScore ,Bon,Bon,1
288,Câble Réseau Ethernet RJ45  CAT6 20 Mètre,Autre,75.0,99.0,24,No Info,4.5 ,74,0.0,0.7,24.0,86,160,ExcellentScore ,Bon,Bon,1
289,Boutique OfficielleHp Imprimante Tout-en-1 Wi-Fi / Bluetouth - Smart Tank 515, Hp ,1399.0,3200.0,56,No Info,0 ,0,0.0,0.0,1801.0,80,64,BonScore ,Excellent,Moyen,2
290,Canon Imprimante Multifonction PIXMA TS3440 (4463C007BE), Canon ,590.0,790.0,25,No Info,4.3 ,7,0.0,0.0,200.0,94,67,ExcellentScore ,Bon,Excellent,1
291,11 en 1 Type C Station d'accueil Extensions Adaptateur USB 3.0 Hub Connecteur Pour Macbook,Autre,390.0,1000.0,61,High Stock,0 ,0,0.0,0.0,610.0,74,2161,ExcellentScore ,Moyen,Moyen,0
292,"Boutique OfficielleLenovo ThinkPad X240 Intel Core i3-4030U 1.9Ghz - RAM 8Go - SSD 256Go - 12.5"" (Remis à Neuf) - AZERTY", Lenovo ,1599.0,1919.0,17,Low Stock,5 ,3,0.0,0.0,320.0,74,788,ExcellentScore ,Mauvais,Bon,1
293,Boutique OfficielleHp PC PORTABLE  ELITEBOOK 840 G5 8ÉME GÉN-CORE I5-8Go-256 Go SSD-Remis à neuf, Hp ,2999.0,4599.0,35,No Info,0 ,0,0.0,0.0,1600.0,46,249,BonScore ,Très Mauvais,Moyen,2
294,WD Disque dur Black P10 Game Drive 2 TB, WD ,889.0,1500.0,41,Low Stock,5 ,1,0.0,0.0,611.0,86,157,ExcellentScore ,Excellent,Moyen,1
